title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
Junior Application Engineer,Patterned Learning Career,"Minneapolis, MN",2024-06-23,https://www.linkedin.com/jobs/view/3957177340/,"This is a remote position.
Junior Application Engineer - Remote Job, 1+ Year Experience
Annual Income:
 $56K - $74K
A valid work permit is necessary in the US
About us:
 Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.
Position Summary:
As an experienced application engineer, you will be confident working in Life Sciences to deliver our solution to the delight of customers successfully. Deep knowledge of LIMS, ELN, and SDMS products and their application within the Laboratory setting is essential for success in becoming an expert in the configuration and deployment of products.
Essential Responsibilities:
- Work with the team to develop and deploy solutions for the customer. 
- Work closely with the customer to understand the business requirements and processes. 
- Configure the Sapio products to meet the time, budget, quality, and customer, success criteria. 
- Train customers on the configuration and use of the products 
- Support customers in the subsequent implementation of the configuration 
- Follow agile deployment methodology. 
- Document customer feedback and ensure issues are addressed to provide the best customer experience and ultimate success of the project. 
Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodation may be made to enable individuals with disabilities to perform essential functions.
Education/Experience:
- A Degree or equivalent in Computer Science 
- 1+ years of Life Sciences experience working within a Lab (preferably introducing new IT solutions) 
- 1+ years of experience with configuring either LIMS ELN or similar software. 
- Preferred: knowledge of one or more of GWT, MySQL, Oracle, Tomcat, Linux, AWS 
Required Skills & Abilities:
- Strong programming skills with detailed knowledge of Java 
- Strong analytical, problem-solving, and fact-finding skills. 
- Self-starter who is happy to learn from colleagues. 
- Highly respected and trusted by the customers you work with 
- Problem solver 
- Great communicator 
- Determined and persistent. 
Why Patterned Learning LLC?
Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.
Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Application Engineer,Phoenix Recruitment,"Jacksonville, FL",2024-06-23,https://www.linkedin.com/jobs/view/3957334321/,"This is a remote position.
Junior Application Engineer- US Only
Experience: 1+ years
Employment Type: Full-time, Remote
Base Salary: $61K-$71K
Phoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.
Position Summary:
As an experienced application engineer, you will be confident working in Life Sciences to deliver our solution to the delight of customers successfully. Deep knowledge of LIMS, ELN, and SDMS products and their application within the Laboratory setting is essential for success in becoming an expert in the configuration and deployment of products.
Essential Responsibilities:
- Work with the team to develop and deploy solutions for the customer. 
- Work closely with the customer to understand the business requirements and processes. 
- Configure the Sapio products to meet the time, budget, quality, and customer success criteria. 
- Train customers on the configuration and use of the products 
- Support customers in the subsequent implementation of the configuration 
- Follow agile deployment methodology. 
- Document customer feedback and ensure issues are addressed to provide the best customer experience and ultimate success of the project. 
Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.
Education/Experience:
- A Degree or equivalent in Computer Science 
- 1+ years of Life Sciences experience working within a Lab (preferably introducing new IT solutions) 
- 1+ years of experience with configuring either LIMS ELN or similar software. 
- Preferred: knowledge of one or more of GWT, MySQL, Oracle, Tomcat, Linux, AWS 
Required Skills & Abilities:
- Strong programming skills with detailed knowledge of Java 
- Strong analytical, problem-solving, and fact-finding skills. 
- Self-starter who is happy to learn from colleagues. 
- Highly respected and trusted by the customers you work with 
- Problem solver 
- Great communicator 
- Determined and persistent. 
Why Phoenix Recruitment LLC?
Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Backend Engineer,HireMeFast LLC,"Albany, GA",2024-06-23,https://www.linkedin.com/jobs/view/3957190206/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $60,000 - $70,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
The Role
As an early engineer, you will have the unique opportunity to work directly with Phoenix 's founders to build the product from the ground up. We are looking for someone who enjoys designing, developing, and maintaining back-end applications.
We are seeking an ambitious and nice engineer who has experience independently executing complex projects and building scalable, maintainable software. As a purveyor of developer productivity analytics, we are diligent about process efficiency and code quality. Though we are small, we try to avoid unnecessarily creating technical debt and are looking for someone who can lead us toward this goal.
Primary Responsibilities
- Independently design, develop, and maintain server-side applications, ensuring the optimal performance, security, and scalability of our service 
- Work closely with product managers and customers to define Phoenix 's capabilities 
- Design and architect new system components 
- Manage a backlog of tech debt reduction and internal efficiency improvements 
Qualifications
- Experience building and maintaining a complex back end application 
- Familiarity with principles of high-quality code, including continuous integration, declarative and functional programming 
- Strong communication skills for interfacing with non-technical stakeholders and occasionally with customers 
- Well-versed in agile or lean planning and project management processes 
- Experience with the core stack (Postgres, Next.js, Apollo GraphQL) or similar technologies is preferred 
- Proficiency with infrastructure (AWS, Terraform) is optional, but nice to have 
Benefits and Perks
- Competitive base salary, bonus, and seed-stage equity compensation 
- 100% remote work, flexible hours, and unlimited vacation policy. (Read here about how we built trust in our previous all-remote company.) 
- Full health care premium coverage for you and your family 
- Unique career development guidance reporting directly to the founder/CEO 
We offer competitive compensation packages along with stock options based on industry benchmarks for function, and level. Offer amounts are determined by multiple factors such as a candidate's experience and expertise.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Cloud Systems Engineer,Team Remotely Inc,"Jacksonville, FL",2024-06-23,https://www.linkedin.com/jobs/view/3957176590/,"This is a remote position.
 
Junior Cloud Systems Engineer
 (1 year experience, remote)
Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.
 Hiring Type:
 Full-Time
 Base Salary:
 $59K-$69K Per Annum.
Description:
The Cloud Systems Engineer will be a part of a growing team focused on infrastructure services. The Individual must have experience working with cloud technologies including Amazon Web Services (AWS).
Responsibilities:
- Supporting Microsoft Windows Server and Active Directory 
- Designs/implements/migrates/supports virtual Windows environments 
- Creating PowerShell/Python scripts to support further environmental automation for our customers 
- Create and implement AWS environments 
- Building VP C's 
- Building EC2 instances 
- Creating and managing Storage Gateways 
- Creating Amazon FSx and data sync tasks for file server migrations 
- Working with AWS Systems Manager 
- Maintaining AWS Consoles for customer environments 
- Understanding of security solutions (McAfee / Symantec, AV, SIEM, etc.) 
- Designing, implementing, and performing cloud migrations for the infrastructure engineering organization. The position demands direct interaction with cross-functional teams and both internal and external customers. 
- Migrating customer environments to AWS utilizing Cloud Endure or other 
- Creating Infrastructure as Code via CloudFormation or Terraform 
- Engage with engineering teams to support existing customer environments 
- Providing support to our teams for technology transformation and refresh initiatives 
- Partners with suppliers, architects, engineers, developers, and both internal and external customers to provide expert guidance to project stakeholders on upcoming and innovative technologies 
- Provides specific technical expertise to solve complex problems on project-specific activities. 
Qualifications & Skills:
- Excellent MS Windows Server 2016, 2012, and 2008 troubleshooting ability 
- Experience with Linux 
- Expert knowledge of Active Directory 
- Experience with AWS / Azure 
- Experience in building highly available environments 
- Experience with VMware virtualization technologies 
- Experience and knowledge of the Cloud including Infrastructure as a Service, and public and private cloud solutions. 
- Database migration experience 
- Hands-on experience with server and operating system technologies 
- Hands-on experience with virtualization technologies 
- Data Center/Server Operational Components (Monitoring, Management, etc.). 
- Demonstrated ability to be a team player in a fast-paced environment 
- Attention to detail, results driven with focus on high quality and excellent customer service as well as the ability to multi-task. 
- Ability to keep calm during a period of crisis and to provide the leadership and direction required to resolve the issue. Can perform independently with minimal supervision and make decisions in ambiguity. 
- Strong emphasis on following ITIL standards and maintaining regulatory compliance. Preferred Certifications 
- Experience with Linux 
- Experience with storage platforms 
- Experience with Veeam Backup solution 
- Experience with clustering and certification with hypervisor technologies 
Education:
- Bachelor's Degree or 1 year of extensive IT experience in multiple disciplines 
- Certifications in AWS 
- Cisco Certified Network Professional (CCNP) Preferred 
- VMware Certified Professional (VCP) Preferred 
- Microsoft Certified Solutions Expert (MCSE) Preferred        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Data Engineer,HireMeFast LLC,"Fairbanks, AK",2024-06-23,https://www.linkedin.com/jobs/view/3957174503/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $60,000 - $70,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
Position Summary
Join the fast-paced, innovative, and collaborative environment focused on providing an AIOps platform that enhances the intelligence of the CVS Health infrastructure. Work closely with subject matter experts and colleagues to build and scale out machine learning and AI solutions that will detect, predict, and recommend solutions to correct issues before system impact and enhance the efficiency, reliability, and performance of CVS Health’s IT operations.
Key Responsibilities include:
- Data pipeline development: Designed, implemented, and managed data pipelines for extracting, transforming, and loading data from various sources into data lakes for processing, analytics, and correlation. 
- Data modeling: Create and maintain data models ensuring data quality, scalability, and efficiency 
- Develop and automate processes to clean, transform, and prepare data for analytics, ensuring data accuracy and consistency 
- Data Integration: Integrate data from disparate sources, both structured and unstructured to provide a unified view of key infrastructure platform and application data 
- Utilize big data technologies such as Kafka to process and analyze large volumes of data efficiently 
- Implement data security measures to protect sensitive information and ensure compliance with data and privacy regulation 
- Create/maintain documentation for data processes, data flows, and system configurations 
- Performance Optimization- Monitor and optimize data pipelines and systems for performance, scalability and cost-effectiveness 
Characteristics of this role:
- Team Player: Willing to teach, share knowledge, and work with others to make the team successful. 
- Communication: Exceptional verbal, written, organizational, presentation, and communication skills. 
- Creativity: Ability to take written and verbal requirements and come up with other innovative ideas. 
- Attention to detail: Systematically and accurately research future solutions and current problems. 
- Strong work ethic: The innate drive to do work extremely well. 
- Passion: A drive to deliver better products and services than expected to customers. 
Required Qualifications
- 2+ years of programming experience in languages such as Python, Java, SQL 
- 2+ years of experience with ETL tools and database management (relational, non-relational) 
- 2+ years of experience in data modeling techniques and tools to design efficient scalable data structures 
- Skills in data quality assessment, data cleansing, and data validation 
Preferred Qualifications
- Knowledge of big data technologies and cloud platforms 
- Experience with technologies like PySpark, Databricks, and Azure Synapse. 
Education
Bachelor’s degree in Computer Science, Information Technology, or related field, or equivalent working experience        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Full Stack Developer React/Python,Team Remotely Inc,"Bridgeport, CT",2024-06-23,https://www.linkedin.com/jobs/view/3957177351/,"This is a remote position.
Junior Full Stack Developer React/Python 
(1 year experience, remote)
Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.
 Hiring Type:
 Full-Time
 Base Salary:
 $59K-$69K Per Annum.
Responsibilities:
- Architect, design, and implement solutions to complex engineering problems 
- Provide coding expertise in Python (FastAPI and Django), React JS, TypeScript, SQL, NoSQL, and AWS to develop frontend and backend applications. 
- Collaborate with other developers to deliver working software solutions 
- Assist project management with planning, product roadmap planning, and release planning 
- Assist with code reviews and technical reviews 
Qualifications:
- 1 year of professional experience with React JS and Python 
- Bachelor's degree in computer science, engineering, or related 
- Good communication skills, both oral and written 
Nice to Have experience:
- Mobile app development in React Native 
- Thirst For Tech Learning 
Benefits
- 401(k) matching 
- Flexible spending account 
- Flextime 
- Health insurance 
- Health savings account 
- Paid time off 
- Relocation assistance 
- Tuition reimbursement        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Java developer,Patterned Learning Career,"Billings, MT",2024-06-23,https://www.linkedin.com/jobs/view/3957189280/,"This is a remote position.
Junior Java developer - Remote Job, 1+ Year Experience
Annual Income:
 $65K - $75K
A valid work permit is necessary in the US
About us:
 Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.
Description
An entry-level Java developer with Java development experience or similar academic background.
The key skills are
- Java, J2EE, Fulls-tack Development, Spring, MVC, Hibernate, and Web Apps development. 
- HTML, CSS, JavaScript, Angular, React, and Node Etc. 
- Knowledge of relational databases (e.g. SQL Server, Oracle) 
- Experience working on Cloud Technologies and Environments (i.e. AWS, Azure, Google Cloud) 
- Good knowledge of Object object-oriented design and development. 
- Impeccable software engineering habits (e.g. unit and regression testing, code reviews, etc.) 
- Knowledge of developing complex, high-performance enterprise software. 
- BE/BTech or MS in CS, CE, SE, ECE - recent Graduate is required. 
- Good written and verbal communication skills. 
- A positive outlook, an interest in adapting to new technologies, a passion for software engineering, and the ability to work as part of a team. 
Why Patterned Learning LLC?
Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.
Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Java developer,Team Remotely Inc,"Jacksonville, FL",2024-06-23,https://www.linkedin.com/jobs/view/3957173667/,"This is a remote position.
 
Junior Java developer
 (1 year experience, remote)
Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.
 Hiring Type:
 Full-Time
 Base Salary:
 $58K-$68K Per Annum.
Description
An entry-level Java developer with Java development experience or similar academic background.
The key skills are
- Java, J2EE, Fullstack Development, Spring, MVC, Hibernate, and Web Apps development. 
- HTML, CSS, JavaScript, Angular, React, and Node Etc. 
- Knowledge of relational databases (e.g. SQL Server, Oracle) 
- Experience working on Cloud Technologies and Environments (i.e. AWS, Azure, Google Cloud) 
- Good knowledge of Object object-oriented design and development. 
- Impeccable software engineering habits (e.g. unit and regression testing, code reviews, etc.) 
- Knowledge of developing complex, high-performance enterprise software. 
- BE/BTech or MS in CS, CE, SE, ECE - recent Graduate is required. 
- Good written and verbal communication skills. 
- A positive outlook, an interest in adapting to new technologies, a passion for software engineering, and the ability to work as part of a team.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Machine Learning Engineer,HireMeFast LLC,"Anthony, NM",2024-06-23,https://www.linkedin.com/jobs/view/3957187606/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $62,000 - $72,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
Role Description
This is a full-time remote position for an Artificial Intelligence Engineer. The AI Engineer will be responsible for developing and testing AI models, designing and implementing machine learning algorithms, and researching and implementing artificial intelligence techniques. The AI Engineer will also work closely with cross-functional teams to integrate AI/ML solutions.
Qualifications
- Strong background in Computer Science and Software Development 
- Experience in Pattern Recognition, Neural Networks, and Natural Language Processing (NLP) 
- Experience with relevant programming languages such as Python, C++, and Java 
- Ability to design, develop, and test AI models and machine learning algorithms 
- Excellent problem-solving skills and creativity 
- Experience with cloud computing and big data technologies 
- Strong verbal and written communication skills 
- Bachelor's or Master's degree in Computer Science or related field        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Machine Learning Engineer,Phoenix Recruitment,"Boston, MA",2024-06-23,https://www.linkedin.com/jobs/view/3957332529/,"This is a remote position.
Junior Machine Learning Engineer - US Only
Experience: 1+ years
Employment Type: Full-time, Remote
Base Salary: $61K-$71K
Phoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.
Summary:
As a Junior Machine Learning Engineer, you will have the opportunity to work on exciting projects, develop your skills, and contribute to the development and implementation of machine learning solutions. This is an excellent opportunity for individuals looking to kick-start their careers in the field of machine learning and gain valuable experience in a collaborative and supportive environment.
Responsibilities:
- Collaborate with senior engineers and data scientists to understand project requirements and develop machine learning models and algorithms. 
- Assist in collecting, preprocessing, and analyzing data to uncover patterns and insights. 
- Implement and optimize machine learning models, algorithms, and pipelines. 
- Participate in model evaluation, validation, and performance tuning. 
- Contribute to the development and improvement of existing machine learning infrastructure and frameworks. 
- Stay up-to-date with the latest advancements in machine learning and actively participate in knowledge-sharing activities within the team. 
- Collaborate with cross-functional teams to integrate machine learning solutions into production systems. 
- Document technical processes, methodologies, and outcomes effectively. 
Qualifications:
- Bachelor's or Master's degree in Computer Science, Data Science, Machine Learning, or a related field. 
- Solid understanding of machine learning fundamentals, algorithms, and statistical concepts. 
- Proficiency in programming languages such as Python, Java, or C++. 
- Familiarity with machine learning frameworks and libraries, such as TensorFlow, PyTorch, or scikit-learn. 
- Experience with data preprocessing, feature engineering, and model evaluation techniques. 
- Knowledge of deep learning architectures and techniques is a plus. 
- Familiarity with big data processing tools (e.g., Hadoop, Spark) is advantageous. 
- Strong problem-solving skills and the ability to work on multiple projects simultaneously. 
- Excellent communication and collaboration skills. 
- Self-motivated with a strong desire to learn and grow in machine learning. 
Why Phoenix Recruitment LLC?
Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Node.JS Developer,Phoenix Recruitment,"Chicago, IL",2024-06-23,https://www.linkedin.com/jobs/view/3957186703/,"This is a remote position.
Junior Node.JS Developer - US Only
Experience: 1+ years
Employment Type: Full-time, Remote
Base Salary: $55K-$70K
Phoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.
Description:
In this role, you will work closely with experienced developers and contribute to the design, development, and maintenance of robust and scalable applications using Node.js. This is an excellent opportunity for someone looking to kick-start their career in web development.
Responsibilities:
- Collaborate with the development team to gather project requirements and specifications. 
- Assist in the design, development, and maintenance of server-side applications using Node.js. 
- Learn to develop and consume RESTful APIs, integrating with third-party services. 
- Write clean and efficient code following best practices and coding standards. 
- Participate in unit testing and debugging to ensure code quality and reliability. 
- Collaborate with front-end developers to integrate server-side logic with client-side components. 
- Contribute to code reviews and actively participate in knowledge sharing. 
- Stay updated with emerging technologies and industry trends to enhance your skills and knowledge. 
- Seek guidance and support from senior team members to resolve technical issues. 
Qualifications
- Bachelor's degree in Computer Science, Software Engineering, or a related field. 
- Basic understanding of JavaScript and web technologies. 
- Familiarity with Node.js and its ecosystem. 
- Understanding of asynchronous programming and event-driven architecture. 
- Knowledge of databases and SQL. 
- Strong problem-solving and analytical skills. 
- Excellent communication and collaboration abilities. 
- Eagerness to learn and a passion for web development. 
- Ability to work both independently and in a team-oriented, collaborative environment. 
Benefits:
- Competitive salary based on skills, qualifications, and experience. 
- Comprehensive health, dental, and vision insurance plans. 
- Paid time off and holidays. 
- Flexible work schedule and remote work options. 
- Mentorship and guidance from experienced developers. 
- Learning and growth opportunities to enhance your skills and knowledge in web development. 
- Access to resources and training programs to stay updated with emerging technologies and industry trends. 
Why Phoenix Recruitment LLC?
Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Python Developer,Team Remotely Inc,"Wilmington, DE",2024-06-23,https://www.linkedin.com/jobs/view/3957174515/,"This is a remote position.
 
Junior Python Developer
 (1 year experience, remote)
Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.
 Hiring Type:
 Full-Time
 Base Salary:
 $59K-$69K Per Annum.
Description:
In this role, you will work closely with senior developers and other cross-functional teams to develop and maintain high-quality Python applications. As a Junior Python Developer, you will have the opportunity to learn and grow your skills while contributing to exciting projects.
Responsibilities:
- Collaborate with senior developers to design and develop Python applications. 
- Write clean, efficient, and maintainable code that follows best practices. 
- Participate in code reviews and provide constructive feedback. 
- Debug and fix issues in the existing codebase. 
- Assist in testing and quality assurance processes. 
- Stay updated with the latest trends and technologies in Python development. 
Requirements:
- Bachelor's degree in Computer Science, Software Engineering, or a related field. 
- Strong knowledge of Python programming language. 
- Familiarity with web frameworks such as Django or Flask. 
- Experience with version control systems, preferably Git. 
- Basic understanding of front-end technologies (HTML, CSS, JavaScript). 
- Good problem-solving and analytical skills. 
- Excellent communication and teamwork abilities. 
- Self-motivated and eager to learn. 
Nice to have:
- Experience with database systems such as MySQL, PostgreSQL, or MongoDB. 
- Knowledge of RESTful APIs and integration. 
- Familiarity with cloud platforms such as AWS or Azure. 
- Understanding of agile development methodologies. 
Benefits:
- Flexible vacation, unlimited paid holidays, and paid sick days 
- 401(k) with up to 2% employer match 
- Health, vision, and dental insurance        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Python Django Developer,HireMeFast LLC,"Roswell, GA",2024-06-23,https://www.linkedin.com/jobs/view/3957188624/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $65,000 - $75,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
Technical And Soft Skills Required
- Experience in Python programming and understanding of the software development life cycle. 
- Knowledge of Linear Algebra, Statistics, and Mathematics concepts. 
- Excellent written and verbal communication skills. 
- Highly motivated, self-learner, team player, and technically inquisitive. 
- Strong work ethics and creative problem-solving abilities. 
Preferred Skills
- Deep Learning 
- Data visualization 
- NLP 
- Scala 
- Django 
Roles and Responsibilities
- Collaborate with dynamic teams of engineers, developers, and scientists who research and integrate algorithms to develop an application, software, and computer system solutions to address complex data problems. 
- Assess project requirements and develop data analysis algorithms. 
- Engage developers to share their opinions, knowledge, and recommendations to meet the deliverables. 
- Contribute to technical solutions and implement software analyses to unlock the secrets held by big data sets. 
- Integrate components like web-based UI, commercial indexing products, and access control mechanisms to create operational information and knowledge discovery systems. 
Benefits
- Competitive salary 
- Flexible work schedule & part-time off 
- E-verified 
- No relocation 
- H1B filing 
- On job technical support 
- Skill Enhancement 
Opportunity to work with Fortune 500 Companies        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior Python Django Developer,Patterned Learning Career,"Detroit, MI",2024-06-23,https://www.linkedin.com/jobs/view/3957174509/,"This is a remote position.
Junior Python Django Developer - Remote Job, 1+ Year Experience
Annual Income:
 $63K - $73K
A valid work permit is necessary in the US
About us:
 Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.
About The Job
As a Python Django Developer, you will be responsible for developing and maintaining our SaaS product, utilizing Django, Django Rest Framework (DRF), Celery, and MySQL. Your role will involve creating efficient and scalable RESTful services, ensuring high-quality code, and collaborating with cross-functional teams to deliver a superior user experience.
Responsibilities:
- Develop and maintain our SaaS product using Python and Django. 
- Utilize Celery for task scheduling and distributed message passing. 
- Write clean, maintainable, and efficient code, adhering to best practices and coding standards. 
- Optimize application performance, scalability, and reliability. 
- Troubleshoot and debug issues, identifying and implementing solutions. 
- Collaborate with other team members on code reviews and continuous improvement. 
- Stay updated with industry trends and advancements in Django, Python, and related technologies. 
Qualifications:
- Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience). 
- Proven experience as a Python Django Developer, preferably working on SaaS products. 
- Strong proficiency in Python and Django framework. 
- Familiarity with Celery for task scheduling and distributed systems. 
- Proficiency in MySQL or other relational databases. 
- Solid understanding of software development principles and best practices. 
- Strong problem-solving skills and ability to troubleshoot and debug complex issues. 
- Excellent communication and teamwork skills. 
- Self-motivated and able to work independently, as well as in a team environment. 
- Strong attention to detail and commitment to delivering high-quality work. 
Why Patterned Learning LLC?
Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.
Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Junior React Developer,Patterned Learning Career,"St Paul, MN",2024-06-23,https://www.linkedin.com/jobs/view/3957174508/,"This is a remote position.
Junior React Developer - Remote Job, 1+ Year Experience
Annual Income:
 $61K - $74K
A valid work permit is necessary in the US
About us:
 Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.
Responsibilities:
- Develop and implement high-quality, scalable, and maintainable React components for our web applications. 
- Collaborate with the development team to translate design mock-ups into functional features. 
- Participate in code reviews and provide constructive feedback to enhance the overall code quality. 
- Debug and resolve software defects and issues. 
- Stay updated with the latest industry trends and best practices in front-end development. 
Requirements:
- Proficiency in HTML, CSS, and JavaScript. 
- Strong understanding of React and its ecosystem. 
- Experience working with RESTful APIs and integrating backend services. 
- Familiarity with version control systems (e.g., Git). 
- Good problem-solving and analytical skills. 
- Excellent communication and collaboration abilities. 
- Ability to learn quickly and adapt to new technologies and frameworks. 
Why Patterned Learning LLC?
Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.
Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
